case_id,payment_id,exception_type,true_root_cause,expected_behavior
S449,PAY00010,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S450,PAY00001,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S451,PAY00002,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S452,PAY00008,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S453,PAY00020,REFUND_MISMATCH,REFUND_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S454,PAY00004,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S455,PAY00015,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S456,PAY00012,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S457,PAY00005,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S458,PAY00011,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S459,PAY00014,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S460,PAY00005,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S461,PAY00012,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S462,PAY00017,REFUND_MISMATCH,REFUND_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S463,PAY00009,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S464,PAY00010,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S465,PAY00011,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S466,PAY00003,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S467,PAY00013,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S468,PAY00012,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S469,PAY00018,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S470,PAY00012,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S471,PAY00009,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S472,PAY00013,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S473,PAY00012,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S474,PAY00008,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S475,PAY00001,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S476,PAY00020,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S477,PAY00015,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S478,PAY00010,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S479,PAY00014,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S480,PAY00002,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S481,PAY00016,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S482,PAY00008,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S483,PAY00005,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S484,PAY00018,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S485,PAY00019,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S486,PAY00005,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S487,PAY00004,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S488,PAY00020,MISSING_SETTLEMENT,SETTLEMENT_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S489,PAY00009,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S490,PAY00012,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S491,PAY00015,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S492,PAY00004,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S493,PAY00012,MISSING_LEDGER_ENTRY,LEDGER_RECORD_MISSING,INVESTIGATE_AND_RESOLVE
S494,PAY00012,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S495,PAY00015,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S496,PAY00007,DUPLICATE_PAYMENT,DUPLICATE_PAYMENT_RECORD,INVESTIGATE_AND_RESOLVE
S497,PAY00020,SETTLEMENT_AMOUNT_MISMATCH,SETTLEMENT_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S498,PAY00011,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S499,PAY00019,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
S500,PAY00018,FEE_MISMATCH,FEE_AMOUNT_ERROR,INVESTIGATE_AND_RESOLVE
